ID 2011,ID 2004,ID 1992,General location,Additional location information,"Figure location reference (see figs. 1 and 3, table 1)",Type of slope movement,Season,Year,Month,Day,Time (PST),Minimum volume,Median/best estimate volume,Maximum volume,Relative size,Rock unit,Triggering condition(s),Deaths,Injuries,Infrastructure impacts,Published references,Narrative descriptions
1913120001,42,39,Merced River Gorge,Pohono Bridge,"F3-21, PB",RS,Fall,1913,12,n/a,n/a,50,200,500,medium,n/a,P,0,0,road,,"(1) From Superintendent's Monthly Report, December 1913:  ""The first storms of December brought considerable snow ... During the later part of the month, however, it began raining and rained very hard and steadily for several days.  There were several small slides on the El Portal Road in consequence, and one big slide.""     (2) From Road Maintenance Report from Resident Engineer for Month of January 1914 (unpub. data, 5 February 1914):  ""Removing slides from the El Portal Road below the Pohono Bridge.  1st, slide...This slide occurred in the month of December and was removed at total labor cost of $83.50."" "
1914010001,43,40D,Merced River Gorge,El Portal Road / Windy Point,"F1, WP",RS,Winter,1914,1,n/a,n/a,500,2000,5000,large,Kga,P,0,0,road,,"From the Road Maintenance Report, January 1914 (unpub.):  ""The above [$155.50] was expended in removing a large slide about a mile from the park boundary at a place commonly known as 'Windy Point', the removal of this slide is still in progress, and will be taken up in next report.  The heavy rains of the month of January have done considerable damage to the El Portal Road, washing the road surface away in many places, causing numerous small rock slides and the large one above mentioned.""    "
1914030001,44,41,Rockslides,Old Big Oak Flat Road,"F3-2, OB",RS,Winter,1914,1,n/a,n/a,50,200,500,medium,n/a,UKN,0,0,road,,"From Superintendent's Monthly Report, March/April 1914:  ""in March and April of 1914, the Big Oak Flat Road required repairs over 4 miles from the valley floor to 'Gentry', slides taking out walls.""  [These repairs were probably from rock-slide damage from the heavy rains of January 1914 because the road was closed during the winter and repairs would not have been done right away.]"
1914040001,45,42,Glacier Point,Four Mile Trail,"F3-17, 4M",RS,Winter,1914,1,n/a,n/a,50,200,500,medium,Kgp/Kec,P,0,0,trail,,"From Superintendent's Monthly Report, April/May 1914: ""On account of slides and washouts during the winter season, especially on the short trail to Glacier Point, where approximately 200 feet of wall had to be rebuilt ...""  [These repairs were probably from rock-slide damage from the  heavy rains of January 1914.]"
1914040002,46,43,Basket Dome,Snow Creek Trail,"F3-9, SN",RS,Winter,1914,1,n/a,n/a,5,20,50,small,Khd,P,0,0,trail,,"From Superintendent's Monthly Report, April/May 1914:  ""On account of slides and washouts during the winter season ... And unusually heavy washouts on Tenaya Lake, Yosemite Point and 'Eagle Point' trails, the labor for repairs thereto amounts to more than ordinary.""  [These repairs were probably from rock-slide damage from the heavy rains of January 1914.] "
1914040003,47,44,Yosemite Falls,Yosemite Point,"F3-5, YP",DF,Winter,1914,1,n/a,n/a,5,20,50,small,Qat,P,0,0,trail,,"From Superintendent's Monthly Report, April/May 1914:  ""On account of slides and washouts during the winter season, ... and unusually heavy washouts on Tenaya Lake, Yosemite Point and 'Eagle Point' Trails, the labor repairs thereto amounts to more than ordinary.""  [These repairs were probably from debris-flow damage from the heavy rains of January 1914.]                                                         "
1914040004,48,45,Three Brothers,Eagle Peak,"F3-4, EG",DF,Winter,1914,1,n/a,n/a,5,20,50,small,Qat,P,0,0,trail,,"From Superintendent's Monthly Report, April/May 1914: ""On account of slides and washouts during the winter season, ... and unusually heavy washouts on Tenaya Lake, Yosemite Point and 'Eagle Point' Trails, the labor repairs thereto amounts to more than ordinary.""  [These repairs were probably from debris-flow damage from the heavy rains of January 1914.]                                                     "
1915000001,50,,Giant Staircase,Liberty Cap,"F3-13, LI",RF,Winter,1915-1916,n/a,n/a,n/a,500,2000,5000,large,Khd,P,0,0,trail,Mariposa Gazette (1916),"From Mariposa Gazette (22 April 1916):  ""A large section of the Liberty Cap was found to have fallen during the winter storms.  The slide resulted in considerable damage to the Zig-zag trail to Nevada and Vernal falls.""  [This rock fall came not from the 26 March 1872 Liberty Cap source area, but most likely from the same source area as the later June 1973 rock fall ID 1973060002.]"
1915012701,49,46,Hetch Hetchy,Hetch Hetchy Road,F1,RS,Winter,1915,1,27,n/a,-,15,-,small,Kg/Kec,UKN,0,0,road,,"According to Charles C. Bull,  National Park Service Ranger, in a letter to O.R. Prien, Chief Ranger (written commun., 27 January 1915):  ""I was requested by Mr. Rankin to report to you that the Hetch Hetchy Road was officially finished today... A small slide (about 20 yards) came in and blocked the road for wagons, but this will be cleared up.""          "
1917020001,51,47,Merced River Gorge,El Portal Road,F1,RS,Winter,1917,2,n/a,n/a,50,200,500,medium,Ka/Kga,P,0,0,road,,"From Superintendent's Monthly Report, February 1917:  ""The bulk of the road work done on the maintenance of roads during the month consisted of the handling of snow and removing of rock and earth slides resulting from the heavy fall of snow and rain, which continued through the latter half of the month.  With the exception of the El Portal Road, where slides of such volume took place as to effectively close the road for two days and necessitate the employment of a considerable force of men for a few days ...(p.4)  Between the 16th and 19th of February, some three feet of snow fell on the floor of the valley.  This was followed by rain which fell almost continuously up to the 25th, thoroughly saturating the snow and making it particularly heavy ...""                        "
1917020002,52,48,Merced River Gorge,El Portal Road / Windy Point,"F1, WP",DS,Winter,1917,2-3,n/a,n/a,-,57,-,medium,Qat,P,0,0,road,,"From Superintendent's Monthly Report, March 1917:  ""On the El Portal Road it was necessary to do considerable work as the heavy snow of late February and early March brought down considerable quantities of earth and rock resulting in considerable damage to the rock walls and in some cases parts of the road bed itself was carried away... In this repair work 34 cubic yards of rock wall was replaced, 75 cubic yards of earth was removed at 'Devil's Elbow'..."" [Windy Point].              "
1918000001,54,,Glacier Point,Curry Village,"F3-16, CV",RF,n/a,1918?,n/a,n/a,n/a,50,200,500,medium,Khd/Kgp ,UKN,0,0,structure,,"(1) According to Jim Snyder (written commun., 18 December 2000):  Within the area of Camp Curry, the Foster Curry cabin, built as an experimental design in 1916, was quickly rebuilt and put into use after rock fall demolished its western portion only a few years later.  But it could not have been a very big rock fall that hit the west wing of the cabin, for there are no very big rocks on that side, in front of the cabin, off to one side, or underneath it that I [Snyder] could see.  The cabin was built over some rocks which remain underneath the floor.  It could be that some of these, 3-4 feet in diameter, were part of that rock fall.  Assuming it was rocks that size reaching the bottom of the talus slope, most of the rock fall must have gotten caught farther up the talus slope behind the cabin, as is true of most smaller rock falls on talus.     (2) According to Jim Snyder (written commun., 10 November 2003):  ""The [rock-fall source] area on the cliff for the Foster Curry Cabin talus, the small talus cone sandwiched between the Ledge Trail talus and the Terrace talus, is clearly visible, though it would be hard to say how many rock falls have come out of it over the years."""
1918030001,53,49,Merced River Gorge,El Portal Road,F1,RS,Winter,1918,3,n/a,n/a,50,200,500,medium,Ka/Kga,P,0,0,road,,"From Superintendent's Monthly Report, March 1918:  ""The snow disappearing very rapidly towards the latter part of the month, work on the repair of roads on the floor of the Valley was begun on March 28th... Heavy rains caused a number of slides on the El Portal Road which necessitated a considerable amount of work of repair.""                                                             "
1918092701,55,50,Rockslides,Old Big Oak Flat Road,"F3-2, OB",DS,Fall,1918,9,27 - 1,n/a,50,200,500,medium,Qat,P,0,0,road,,"From Superintendent's Monthly Report, September 1918:  ""... the heavy rains which began on September 27th did considerable damage to the road.  These storms culminated in a very extensive cloud burst on the first of October which carried debris of all kinds into the road below 'Gentrys' to such an extent that it has been closed for the season.""      "
1918092702,56,51,Tioga Pass,Lee Vining Canyon,"F1, LV",RS,Fall,1918,9,27 - 1,n/a,50,200,500,medium,Kg,P,0,0,road,,"From Superintendent's Monthly Report, September 1918:  ""... the heavy rains which began on September 27th did considerable damage to the road.  These storms culminated in a very extensive cloud burst on the first of October... No work was done on the Tioga Road.  The heavy rains heretofore referred to washed the road badly in places and because of heavy rock slides which occurred on the Lee Vining Canyon side, all traffic across it has been stopped.""      "
1918112801,57,52D,Merced River Gorge,El Portal Road / Windy Point,"F1, WP",RS,Fall,1918,11,28,n/a,5,20,50,small,Kga,UKN,0,0,road,,"From Superintendent's Monthly Report, November 1918:  ""A rock slide, occurring on November 28, near 'Windy Point', made necessary the employment of three additional men for a period of a day and a half in removing the boulders and earth brought down by the slide.""  "
1919030001,58,53,Merced River Gorge,El Portal Road,F1,RS,Winter,1919,3,n/a,n/a,50,200,500,medium,Ka/Kga,UKN,0,0,road,,"From Superintendent's Monthly Report, March 1919:  ""The usual work, however, was done on the El Portal Road, the force there consisting of two men with horse and dump cart each who were employed throughout the entire month.  One or two rather large slides occurred during the month, making it necessary to put on additional men for two or three days at a time in each case.""         "
1919052801,59,54D,Giant Staircase,Liberty Cap,"F3-13, LI",RF,Spring,1919,5,28,pm,5,20,50,small,Khd,P,0,0,trail,,"From Superintendent's Monthly Report, May 1919:  ""Very extensive repairs were also necessary on the long trail to Glacier Point particularly on the switch backs going up over Nevada Fall.  Here retaining walls were washed out and numbers of large boulders falling from the cliffs above almost eliminated the trail in places.""     "
1919052802,60,55,Glacier Point,Ledge Trail,"F3-16, LT",DS,Spring,1919,5,28,pm,5,20,50,small,Qat,P,0,0,trail,,"From Superintendent's Monthly Report, May 1919:  ""During the month the long and short trail to Glacier Point, ... where all repaired and put in excellent condition for the seasons travel.  The short trail to Glacier Point suffered particularly, it being entirely impassable for three or four days as a result of washouts and giving way of retaining walls.  Some 20 men were immediately put to work on this trail...""          "
